Requiere actualizar,Fecha de actualización,Codigo interno,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos (Frases P),Exclamación (PICTOGRAMA ),Corrosión (PICTOGRAMA ),Peligro para la salud (PICTOGRAMA ),Calavera (PICTOGRAMA ),Llama (PICTOGRAMA ),Ambiente (PICTOGRAMA ),Llama sobre círculo (PICTOGRAMA ),Bomba explotando (PICTOGRAMA ),Cilindro de gas (PICTOGRAMA )
,2025-11-13 00:00:00,KAO-QB00014,KAOAMIN 14 L,Mezcla,PELIGRO,+34 93 739 9445,"H302, H314, H318, H351, H373, H400, H410","P201, P202, P280, P273, P260, P270, P264, P391, P304 + P310, P301 + P310, P330, P331, P303 + P361 + P353, P310, P363, P305 + P351 + P338, P310, P405, P501",X,X,X,,,X,,,
,2025-11-25 00:00:00,KAO-QB00057,KAOSOFCARE  GP1,29117-02-0,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,,,,,,,,,
,2025-11-13 00:00:00,KAO-QB00054,KAOSOFT AGL85,Mezcla,ATENCION,+34 93 739 9445,"H226, H412","PREVENCIÓN: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo ,neopreno. Llevar gafas o máscara de protección: Recomendado: gafas anti_x0002_salpicaduras. Mantener alejado del calor, de superficies calientes, de chispas, de  llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. RESPUESTA: EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. ALMACENAMIENTO: Almacenar en un lugar bien ventilado. Mantener en lugar fresco. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",,,,,X,,,,
,2025-10-21 00:00:00,KAO-QB00056,KAOSOFT AT-50V,Mezcla,PELIGRO,+34 93 739 9445," Sólido inflamable.
Provoca irritación cutánea.
Puede provocar cáncer.
Nocivo para los organismos acuáticos, con efectos nocivos duraderos.","PREVENCIÓN: Solicitar instrucciones especiales antes del uso. No manipular la sustancia antes de haber leído y comprendido todas las instrucciones de seguridad. Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar prendas de protección: Recomendado: traje de protección desechable. Llevar gafas o máscara de protección: Recomendado: Gafas anti-salpicaduras.. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Evitar su liberación al medio ambiente. Lavarse concienzudamente tras la manipulación. RESPUESTA:  EN CASO DE exposición manifiesta o presunta: Consultar a un médico. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico. ALMACENAMIENTO: Guardar bajo llave. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",X,,X,,X,,,,
,2025-11-13 00:00:00,KAO-QB00059,KAOSOFT HW TAMBOR,Mezcla,ATENCION,+34 93 739 9445,"H226, H412","P280, P210, P241, P242, P243, P233, P273, P303 + P361 + P353, P403 + P235, P501",,,,,X,,,,
,2025-10-23 00:00:00,VAR-QB00107,KERATINA K100,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00151,KIWI FRESH 625,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315 H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P313, P331, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00018,LAVANDA 347,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H319, H361, H371","P210, P260, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P311, P308 + P313, P331,  P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00324,LAVANDER 479,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00250,LAVENDER FRESH,Mezcla,ATENCION,01 800 002 1400,"H227, H303, H315, H317, H319, H411","P210, P261, P264, P272, P273, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",X,,,,,X,,,
,2025-10-16 00:00:00,IFF-QB00251,LAVENDER MISTICA,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H336","P210, P280, P302 + P352, P304 + P340 + P312, P305 + P351 + P338",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00019,LAVENDER SKY 099 MOD,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361, H371","P210, P260, P280, P302 + P352, P305 + P351 + P338, P308 + P311, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00020,LAVENDER TOUCH 830,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361, H71","P210, P260, P280, P302 + P352, P305 + P351 + P338, P308 + P311, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00021,LEMON 926,Mezcla,PELIGRO,01 800 002 1400,"H226, H304, H315, H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352,  P305 + P351 + P338, P308 + P313, P331,  P333 + P313, P337 + P313, P370 + P378",X,,X,,X,,,,
,2025-10-23 00:00:00,VAR-QB00108,LESS 70% S/P,68891-38-3,PELIGRO,01 800 002 1400,"H315, H318","P280, P303+P361+P353, P305 + P351 + P338, P314, P403 + P233",,X,,,,,,,
,2025-10-24 00:00:00,VAR-QB00109,LESS QB,68585-34-2,ATENCION,01 800 002 1400,"H315, H319","P280, P303+P361+P353, P305 + P351 + P338, P314, P403 + P233",X,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00084,LIFTYL,Mezcla ,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00022,LIME 146,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H318, H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338 + P310, P308 + P313, P331, P333 + P313, P370 + P378",X,X,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00023,LIME 223,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P313, P331, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00024,LIMON 990,Mezcla,PELIGRO,01 800 002 1400,"H226, H304, H315, H317, H319, H336, H361","P210, P261, P280, P301 + P310, P302 + P352,  P304 + P340+ P312, P305 + P351 + P338, P308 + P313, P331, P333 + P313,  P337 + P313, P370 + P378",X,,X,,X,,,,
,2025-10-16 00:00:00,IFF-QB00096,LIQUID FEEL 382,Mezcla,ATENCION,01 800 002 1400,"H227, H317, H361","P210, P261, P280, P302 + P352, P308 + P313, P333 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00201,LITTLE BABY CAP 420,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313,   337 + P313",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00052,LOVE AND AFFECTION 2541,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, ",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00097,LOVELY POSSION 504,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319","P210, P280, P302 + P352, P305 + P351 + P338",X,,,,,,,,
SOLICITAR HDS ACTUALIZADA TENSOQUIMIA,PENDIENTE,VAR-QB00111,LSA QH,2235- 54- 3,PELIGRO,01 800 002 1400,"H303, H318, H320, H401, H412","P273, P280, P305 + P351 + P338, P310, P391, P501",,X,,,,,,,
,2025-10-21 00:00:00,ASH-QB00074,LUBRAGEL MARINE,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00066,LUBRAGEL OIL FREE,Mezcla,ATENCION,1-800-274-5263,Provoca irritación ocular grave.,"Si se necesita consejo médica, tener a mano al envase o la etiqueta. Mantener fuera del alcance de los niños. Leer la etiqueta antes del uso. PREVENCIÓN: Lavarse la piel concienzudamente tras la manipulación. Llevar equipo de protección para los ojos/ la cara. INTERVENCIÓN: En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. Si persiste la irritación ocular. Consultar a un médico.",X,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00022,LUBRAJEL 0IL S/P,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00080,LUBRAJEL DV,Mezcla ,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00067,LUBRAJEL NP,Mezcla,ATENCION,1-800-274-5263,H319,"P101, P102, P103, P264, P280, P305 + P351 + P338",X,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00024,LUMINI SYSTEM,Mezcla,PELIGRO,1-800-274-5263,"H318, H361","P201, P202, P280, P305 + P351 + P338 + P310, P308 + P313, P405, P501",,X,X,,,,,,
,2025-10-21 00:00:00,ASH-QB00025,LUNAMATRIX,Mezcla,PELIGRO,1-800-274-5263,"H317, H318","P261, P272, P280, P302 + P352, P333 + P313, P362 + P364, P501",X,X,,,,,,,
,2025-10-17 00:00:00,IFF-QB00202,LUXEL 149 MOD 20,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, P501, P362 + P364",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00056,MAGIC DELIGHT 759,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00057,MAJESTIC BLUE 935,Mezcla,ATENCION,01 800 002 1400,"H317, H319, H351, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00152,MANGIFF 188,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P280, P302+P352",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00036,MANGOSTEEN MELODY,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00025,MARINE LOVE 818,Mezcla,ATENCION,01 800 002 1400,"H226, H315, H316, H317, H361","P210, P261, P280, P302 + P352, P308 + P313, P333 + P313, P370 + P378",X,,X,,X,,,,
,2025-10-21 00:00:00,LUB-QB00043,MATRIFUSSE s/p,Mezcla,No aplicable,01 800 002 1400,No Aplicable,No aplicable,,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00254,MAX FLOWER 77 S/P,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00209,MAX FRESCURA 777,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H318, H361, H371","P210, P260, P280, P301 + P310, P302 + P352, P305 + P351 + P338 + P310,  P308 + P311, P308 + P313, P331, P333 + P313, P370 + P378",X,X,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00099,MC QUEEN 557,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319"," P210, P280, P302 + P352, P305 + P351 + P338",X,,,,,,,,
SOLICITAR HDS IFF,PENDIENTE,IFF-QB00191,MEN 500,Mezcla,-,-,-,-,1,1,1,1,,,,,
,2025-10-23 00:00:00,VAR-QB00112,MENTA DE BRASIL S/P,68917-18-0,ATENCION,01 800 002 1400,"H227, H303, H315, H317, H411","P210, P261, P273, P280, P302+P352+P333+P313, P312, P370+P378, P391 ",X,,,,,X,,,
,2025-10-23 00:00:00,VAR-QB00113,MENTHOL,2216-51-5,ATENCION,01 800 002 1400,"H315, H319","P280, P302 + P352, P305 + P351 + P338, P332 + P313, P337 + P313, P362 + P364, P501",X,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00045,MERQUAT 550PR (POLIQUATERNIUM 7),Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00255,MINT BOSS 64,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317","P210, P280, P301 + P312 + P330, P302 + P352, P331",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00256,MINT MINT M BRM11,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H410","P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P331,P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",X,,X,,,X,,,
,2025-10-17 00:00:00,IFF-QB00100,MIRACLE 554,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",X,,,,,X,,,
,2025-11-25 00:00:00,VAR-QB00114,MIRISTATO DE ISOPROPILO,110-27-0,ATENCION,01 800 002 1400,"H319, H335, H315","P305, P351, P338, P280",X,,,,,,,,
,2025-11-25 00:00:00,VAR-QB00115,MIT QB (CONSERVADOR LIBRE DE FORMOL) S/P,MEZCLA,PELIGRO,01 800 002 1400,"H314, H317, H410","P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P391",X,X,,,,X,,,
,2025-10-14 00:00:00,IFF-QB00101,MNO-015G (CAR. HERR.),Mezcla,ATENCION,01 800 002 1400," H317, H351, H361","P261, P280, P302+P352, P308 + P313, P333+P313, P362+ P364",X,,X,,,,,,
,2025-10-23 00:00:00,VAR-QB00117,MONOPROPILEN GLICOL,57- 55- 6,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00154,MUSK 377,Mezcla,ATENCION,01 800 002 1400,"H317, H319, H351","P280, P302 + P352, P305 + P351",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00210,MY FLORAL 448,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, P501",X,,X,,,,,,
,2025-10-23 00:00:00,VAR-QB00118,NACARANTE QB,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00026,NARANJA 336,Mezcla,PELIGRO,01 800 002 1400,"H226, H304, H315, H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P 308 + P313, P331, P333 + P313, P337 + P313, P370 + P378",X,,X,,X,,,,
,2025-12-04 00:00:00,ASH-QB00029,NATRIANCE BRIGHTENER S/P,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-12-04 00:00:00,ASH-QB00030,NATRIANCE SELF HYDRATE,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-12-04 00:00:00,ASH-QB00031,NATRIANCE WRINKLE LESS,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00032,NATROSOL HHR250,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00026,N-DURHANCE A1000,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00027,NEVERLAND 700,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, ",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00257,NEW MAXI COLOR D7754,Mezcla,ATENCION,01 800 002 1400,"H227, H304, H315, H317, H361, H411","P201, P202, P210, P261, P264, P272, P280, P302 + P352, P305 + P351 + P305 + P351 + P338, P308 + P313, P331, P333, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",X,,X,,,X,,,
,2025-10-23 00:00:00,VAR-QB00119,NF-1000 QB,127087-87-0 / 9016-45-9,PELIGRO,01 800 002 1400,"H302 + H312, H318, H411","P264, P270, P273, P280, P301+P312, P302 + P352, P305 + P351 + P338, P301 + P330 + P331, P332 + P313, P337 + P313, P362 + P364, P391, P501",X,X,,,,X,,,
,2025-10-23 00:00:00,VAR-QB00122,NF-600,127087- 87- 0,ATENCION,01 800 002 1400,"H302, H313, H315, H318, H401, H411","P264, P270, P273, P280, P301+P312+P330, P302 + P352, P312, P321, P305+P351+P338, P310, P330, P332+P313, P362 + P364, P391, P401",X,X,,,,X,,,
,2025-10-28 00:00:00,ASH-QB00056,N-HANCE CCG 45,Mezcla,ATENCION,1-800-274-5263,H319,"P264, P280, P305 + P351 + P338",X,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00062,N-HANCE HP40,Mezcla,ATENCION,1-800-274-5263,Puede formar concentraciones de polvo combustible en el aire.,Puede formarse una mezcla de polvo y aire explosiva si se dispersa,,,,,,,,,
,2025-12-04 00:00:00,ASH-QB00028,N-HANCE SP100, Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00258,NIV KF001B CR M,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H351, H411","P201, P202, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",X,,X,,,X,,,
,2025-10-21 00:00:00,LUB-QB00047,NOVEMER EC1,Mezcla,ATENCION,01 800 002 1400,H316,P332 + P313,,X,,,,,,,
,2025-10-21 00:00:00,LUB-QB00048,NOVERITE 100,Mezcla,ATENCION,01 800 002 1400,"H316, H317, H412","P261, P272, P273, P280",X,,,,,X,,,
,2025-10-21 00:00:00,LUB-QB00049,NOVERITE 301 S/P,Mezcla,No se aplica,01 800 002 1400,H412,"P273, P501",,,,,,X,,,
,2025-10-21 00:00:00,LUB-QB00050,NOVETHIX HC200,No Aplicable,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00051,NOVETHIX L-10,No Aplicable,ATENCION,01 800 002 1400,H316,P332 + P313,,X,,,,,,,
SOLICITAR HDS NCARRYING,PENDIENTE,VAR-QB00124,NS MICELLAR HYALURONIC,-,-,-,-,-,,,,,,,,,
SOLICITAR HDS ACTUALIZADA CLARIANT,PENDIENTE,VAR-QB00125,OCTOPIROX S/P,68890-66-4,PELIGRO,01 800 002 1400,"H315, H318","P264, P280, P210, P233, P243, P302+P352, P305+P351+P338+P310",,X,,,,,,,
,2025-10-16 00:00:00,IFF-QB00102,OLD WOOD 789 S/P,MEZCLA,ATENCION,01 800 002 1400," H315, H317,"," P280, P302 + P352",X,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00033,OPACIFICANTE A-430,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00033,OPACIFICANTE A-430 (ANTARA 430 POLYMER),Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00034,OPTIPHEN,Mezcla,ATENCION,1-800-274-5263,"H303, H317, H319","P101, P102, P103, P261, P264, P272, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P362 + P364, P501",X,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00053,OPTIPHEN BSB-W,Mezcla,ATENCION,1-800-274-5263,"H303, H317, H319","P101, P102, P103, P261, P264, P272, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P362 + P364, P501",X,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00036,P.V.P.K 30,9003-39-8,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00238,PALOMA 5052 CR,Mezcla,PELIGRO,01 800 002 1400,"H227, H303, H315, H317, H318, H411","P219, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P312, P333 +P313, P362 + P378, P391, P403 + P235, P501",X,X,,,,X,,,
,2025-10-17 00:00:00,IFF-QB00309,PALOMA BLANCA 98,Mezcla,ATENCION,01 800 002 1400,"H227, H304, H315, H317, H319, H361","P210, P280, P301 + P310, P302+ P352, P305 + P351 + P338,  P331",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00156,PAMPERING TOUCH 927,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319","P210, P280, P302 + P352, P305 + P351 + P338",X,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00259,PASION FLORAL 821,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H351, H361","P280,  P302 + P352,  P305 + P351 + P338 ",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00103,PEACH 299 MOD,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317","P210, P261, P280, P302 + P352, P333 + P313, P370 + P378",X,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00104,PEACH P757,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352,P305 + P351 + P338, P308 + P313,  P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00211,PERFECT BRIGHT 056,Mezcla,ATENCION,01 800 002 1400,"H227, H317, H361","P210, P261, P280, P302 + P352, P308 + P313, P333 + P313, P370 + P378",X,,X,,,,,,
,2025-10-28 00:00:00,ASH-QB00082,PERFECTYL,Mezcla ,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00260,PETALOS DE ROSA,Mezcla,ATENCION,01 800 002 1400,"H315,H317,H319,H351,H410,H411","P201,P202,P261,P264,P272,P273,P280,P302,P305+P351+P338, P308+P3013, P333+P303, P337 + P313, P362 + P364, P391, P405, P501",X,,X,,,X,,,
,2025-10-23 00:00:00,VAR-QB00127,PHANTENOL D,599-04-2,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00010,PICCOLO 727,Mezcla,ATENCION,01 800 002 1400,"H315,H317,H319,H351,H361.","P261, P280, P302 + P352, P305 + P351 + P338, P308 + 313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00157,PINEAPPLE PARADISE,Mezcla,ATENCION,01 800 002 1400,"H227, H302, H317","P210, P280, P301 + P310, P302+ P352",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00105,PINK LADY 819,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317","P210, P261, P280, P302 + P352, P333 + P313, P370 + P378",X,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00177,PLANCHA FACIL MOD.1,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,KAO-QB00060,POIZ 535,Mezcla,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,,,,,,,,,
,2025-11-25 00:00:00,KAO-QB00061,POIZ 88,"57-55-6, 7732-18-5",No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,,,,,,,,,
,2025-11-13 00:00:00,VAR-QB00191,POLYQUATERNIUM 10,81859-24-7,ATENCION,01 800 002 1400,H411,P273,,,,,,X,,,
,2025-10-23 00:00:00,VAR-QB00175,POLYQUATERNIUM 7,26590-05-6,ATENCION,01 800 002 1400,H412,No Aplicable,,,,,,X,,,
,2025-10-16 00:00:00,IFF-QB00231,POTPURRI FRUIT 755 S/P,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H351, H361","P210, P280, P302 + P352",X,,X,,,,,,
,2025-10-23 00:00:00,VAR-QB00173,P-QUAT 37,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00231,PRECIOUS CARE 828,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00213,PREMIUM FABRIC 992,Mezcla,ATENCION,01 800 002 1400,H317,"P261, P280, P302 + P352, P333 + P313, P362 + P364, P501",X,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00037,PROLIPID 151 S/P,Mezcla,ATENCION,1-800-274-5263,H319,"P264, P280, P305 + P351 + P338",X,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00038,PROTECTAGEN S/P,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
SOLICITAR HDS ACTUALIZADA A PROVEEDOR,PENDIENTE,VAR-QB00131,PULIMENTO S-N82 S/P,1020665- 14- 8,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
SOLICITAR HDS ACTUALIZADA A PROVEEDOR,PENDIENTE,VAR-QB00132,PULIMENTO S-N85 s/p,1020665-14-8,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00058,PURPLE MYSTERY,Mezcla,ATENCION,01 800 002 1400,"H227, H317, H361","P210, P261, P280, P302 + P352, P308 + P313, P333 + P313, P370 + P378",X,,X,,,,,,
,2025-10-21 00:00:00,ASH-QB00039,PVP K90 S/P,9003-39-8,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00040,PVP/VA S-630 S/P,25086-89-9,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
