Codigo interno,CODIGO VARIANTE,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos,Pictogram 1,Pictogram 2,Pictogram 3,Pictogram 4
PRD-QB00002,Q0317025,BASE LIMPIADOR QB12, - , - , - , - , - ,1,1,1,1
PRD-QB00003,Q0317029,BASE SHAMPOO, - ,ATENCION,01800 00214 00,H315 Provoca irritación cutánea. H319 Provoca irritación ocular grave,"P280 Usar guantes/ropa de protección/equipo de protección para la cara/los ojos. P303+P351+P338 En caso de contacto con la piel o el pelo, quitar inmediatamente toda la ropa contaminada. Enjuagar la piel con agua o ducharse. P305+P351+P338 En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar los lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P314 Consultar a un médico si la persona se encuentra mal. P403+P233 Almacenar en un lugar bien ventilado. Mantener el recipiente herméticamente cerrado.",g,1,1,1
VAR-QB00177,,PLANCHA FACIL MOD 1,No Aplicable,No Aplicable, - ,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00087,Q0318045,EXTRACTO DE JOJOBA , - , - , - , - , - ,1,1,1,1
VAR-QB00013,Q0320006,ALCANFOR ,76-22-2,ATENCION, - ,"H228 – Solido inflamable, H302 – Nocivo en caso de ingestión, H332 – Nocivo en caso de inhalación, H371 – Puede provocar daño en los órganos, H402 – Nocivo para los organismos acuáticos.","P210 – Mantener alejado del calor, de superficies calientes, de chispas, de llamas  biertas y de cualquier otra fuente de ignición. No fumar, P260 – No respirar el polvo/el humo/ el gas/la niebla/los vapores/el aerosol, P273 – Evitar su liberación al medio ambiente, P301+P312+P330 – En caso de ingestión: Llamar a un centro de  toxicología/medico si la persona se encuentra mal. Enjuagarse la boca, P304+P340+P312 – En caso de inhalación: transportar a la persona al aire libre y mantener en posición que le facilite la respiración. Llamar a un centro de toxicología/medico si la persona se encuentra mal, P370+P378 – En caso de incendio: Utilizar dióxido de carbono, espuma, polvo seco o agua pulverizada para su extinción.",b,g,h,1
VAR-QB00040,Q0320008,CITRONELLA ACEITE ES. 100,91771-61-8,PELIGRO, - ,"H303 Puede ser nocivo en caso de ingestión. H315 Provoca irritación cutánea. H317 Puede provocar una reacción alérgica en la piel. H318 Provoca lesiones oculares graves. H411 Toxico para los organismos acuáticos, con efectos nocivos duraderos","P261 Evitar respirar el polvo/el humo/el gas/la niebla/los vapores/el aerosol. P273 Evitar su liberación al medio ambiente P280 Llevar guanterendas/gafas/mascara de protección P302+P352+P333+P313 EN CASO DE CONTACTO CON LA PIEL Lavar con agua y jabón abundantes En caso de Irritación o erupción cutánea Consultar a un medico
P305+P351+P338+P337+P313 EN CASO DE CONTACTO CON LOS OJOS Aclarar cuidadosamente con agua durante varios minutos Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Si persiste la irritación ocular: Consultar a un médico. P31Z Llamar a un CENTRO DE TOXICOLOGÍA/médico si la persona se encuentra mal. P391 Recoger el vertido.",g,e,i,1
VAR-QB00085,Q0320010,EXTRACTO DE EUCALIPTO ,8000- 48- 4,PELIGRO,55 5873 6098,"H226: Líquidos y vapores inflamables. H303: Puede ser nocivo en caso de ingestión. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H317: Puede provocar una reacción alérgica en la piel. H411: Toxico para los organismos acuáticos, con efectos nocivos duraderos.","P210: Mantener alejado del calor, de superficies calientes, de chispas. de llamas abiertas y de cualquier otra fuente de ignición. No fumar. P261: Evitar respirar el polvo/el humo/el gas/la niebla/los vapores/el
aerosol. P273: Evitar su liberación al medio ambiente. P280: Llevar guanterendas/gafas/mascara de protección. P301+ P310+ P331 EN CASO DE INGESTION: Llamar inmediatamente a un centro de toxicología/medico. No provocar el vómito. P302+ P352+ P333+ P313 EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. En caso de irritación o erupción cutánea consultar a un médico. P370+ P378: En caso de incendio utilizar dióxido de carbono, espuma, polvo seco o agua pulverizada para la extinción. P391: Recoger el vertido.",1,1,1,1
VAR-QB00112,Q0320011,MENTA DE BRASIL , - , - , - , - , - ,1,1,1,1
PRD-QB00005,Q0320013,CITRONELLA QBD09, - , - , - , - , - ,1,1,1,1
VAR-QB00133,Q0320019,REPELENTE PARA INSECTOS ,52304-36-6,ATENCION,(55)-21-22-16-59 /  01-800-00-214-00,H319 Provoca irritación ocular grave,P305 + P351 + P338 EN CASO DE CONTACTO CON LOS OJOS: ENJUAGAR CON AGUA CUIDADOSAMENTE DURANTE VARIOS MINUTOS. Quitar las lentes de contacto cuando estén presentes y puedan hacerse con facilidad. Proseguir con el lavado,g,1,1,1
,Q0399016,BASE DETERGENTE,No Aplicable,ATENCION,01800 00214 00,H315 Provoca irritación cutánea. H319 Provoca irritación ocular grave,"P280 Usar guantes/ropa de protección/equipo de protección para la cara/los ojos.
P303+P351+P338 En caso de contacto con la piel o el pelo, quitar inmediatamente toda la ropa contaminada. Enjuagar la piel con agua o ducharse. P305+P351+P338 En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar los lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P314 Consultar a un médico si la persona se encuentra mal. P403+P233 Almacenar en un lugar bien ventilado. Mantener el recipiente herméticamente cerrado.",g,1,1,1
LUB-QB00009,Q0401001,CARBOPOL 940,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00025,Q0401003,CARBOPOL ULTREZ 21,110-82-7,ATENCION,216-447-5000,H319: Provoca irritación ocular grave. H402: Nocivo para los organismos acuáticos,"P264: Lavarse cuidadosamente después de la manipulación. P280: Usar guantes/ropa de protección/equipo de protección para los ojos/la cara. P273: No dispersar en el medio ambiente. P305+P351+P338: En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P337+P313: Si la irritación ocular persiste, consultar a un médico. P501: Eliminar  el contenido/recipiente en una planta apropiada detratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.",g,1,1,1
LUB-QB00014,Q0401005,CARBOPOL AQUA SF1,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00022,Q0401006,CARBOPOL ULTREZ 10 NF ,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00013,Q0401010,CARBOPOL 99620,71-43-2,PELIGRO,216-447-5000,H340: Puede provocar defectos genéticos. H350: Puede provocar cáncer.,"P201: Procurarse las instrucciones antes del uso. P202: No manipular antes de haber leído y comprendido todas las precauciones de seguridad. P281: Utilizar un equipo de protección individual, según corresponda. P308+P313: EN CASO DE exposición demostrada o supuesta: consultar a un médico. P405: Guardar bajo llave. P501: Eliminar el contenido/recipiente en una planta apropiada de tratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación. ",h,1,1,1
LUB-QB00008,Q0401018,CARBOPOL 934,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00030,Q0402001,FIXATE G100,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00033,Q0402002,FIXATE RSP( GOOD RITE),79-10-7,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00034,Q0402005,FIXATE SUPER HOLD,No Aplicable,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea.,P332+P313: En caso de irritación cutánea: Consultar a un médico.,1,1,1,1
LUB-QB00029,Q0402006,FIXATE (MT) FREESTYLE,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00047,Q0404001,NOVEMER EC1,8042-47-5 / 79-10-7,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea,P332+P313: En caso de irritación cutánea: Consultar a un médico,1,1,1,1
LUB-QB00068,Q0404006,SILSENSE TM COPOLYOL-1 SILICONE,8042-47-5 / 79-10-7,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea,P332+P313: En caso de irritación cutánea: Consultar a un médico,1,1,1,1
LUB-QB00060,Q0404008,SCHERCEMOL IDO ,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00037,Q0404019,GLUCAM P20,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00038,Q0404020,GLUCAMATE LT,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00001,Q0404024,ACETULAN , - , - , - , - , - ,1,1,1,1
LUB-QB00061,Q0404026,SCHERCEMOL NGDO,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00040,Q0404039,GLUCATE SS ,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
LUB-QB00053,Q0408002,PEMULEN TR-2 ,110-82-7,No Aplicable,216-447-5000,"H412: Nocivo para los organismos acuáticos, con efectos nocivos duraderos.",P273: No dispersar en el medio ambiente. P501: Eliminar el contenido/recipiente en una planta apropiada de tratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.,1,1,1,1
LUB-QB00051,Q0408012,NOVETHIX L-10,No Aplicable,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea,P332+P313: En caso de irritación cutánea: Consultar a un médico,1,1,1,1
LUB-QB00064,Q0408013,SENSOMER 10M (POLYQUATERNIUM 10),68610-92-4,ATENCION,216-447-5000,H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave.,"P264: Lavarse cuidadosamente después de la manipulación. P280: Usar guantes/ropa de protección/equipo de protección para los ojos/la cara. P305+P351+P338: En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P337+P313: Si la irritación ocular persiste, consultar a un médico. P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y
jabón abundantes. P332+P313: En caso de irritación cutánea: Consultar a un médico. P321: Tratamiento específico (véase en esta etiqueta). P362: Quitar la ropa contaminada y lavarla antes de volverla a usar.",g,1,1,1
LUB-QB00045,Q0408014,MERQUAT 550 (POLIQUATERNIUM 7),26590-05-6,No Aplicable,216-447-5000,H402: Nocivo para los organismos acuáticos.,P501: Eliminar el contenido/recipiente en una planta apropiada de tratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.,1,1,1,1
LUB-QB00027,Q0408017,CHEMORYL SFB 10-SK,Mezcla,ATENCION,216-447-5000,H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H402: Nocivo para los organismos acuáticos,"P264: Lavarse cuidadosamente después de la manipulación. P273: No dispersar en el medio ambiente. P280: Usar guantes/equipo de protección para los ojos/la cara. P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. P332+P313: En caso de irritación cutánea: Consultar a un médico. P321: Tratamiento específico (véase en esta etiqueta). P362+P364: Quitar la ropa contaminada y lavarla antes de volverla a usar. P305+P351+P338: En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P337+P313: Si la irritación ocular persiste, consultar a un médico. P501: Eliminar el contenido/recipiente en una planta apropiada de tratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.",g,1,1,1
LUB-QB00048,Q0408018,NOVERITE 100 , - , - , - , - , - ,1,1,1,1
BSF-QB00001,Q0501001,BUTONAL NX 4190,Mezcla,ATENCION,+55 12 3128-1590,"H319 Provoca irritación ocular grave. H315 Provoca irritación cutánea. H412 Nocivo para los organismos acuáticos, con efectos nocivos duraderos. H401 Tóxico para los organismos acuáticos.","P280 Llevar guantes/gafas/máscara de protección. P273 Evitar su liberación al medio ambiente. P264 Lavarse con agua y jabón concienzudamente tras la manipulación. P305 + P351 + P338 EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. P303+ P352 EN CASO DE CONTACTO CON LA PIEL (o con el pelo): Lavar abudantemente con agua y jabón. P332 + P313 En caso de irritación cutánea: Consultar a un médico. P337 + P311 Si persiste la irritación ocular: Llamar a un CENTRO DE TOXICOLOGÍA/médico. P362 + P364 Quitar las prendas contaminadas y lavarlas antes de volver a usarlas.
",g,1,1,1
VAR-QB00142,Q0601018,TRANSCUTOL CG,111-90-0,No Aplicable,NO,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00068,Q0601022,DANAGEL 9254 ,9000-07-1; 9000-40-2  ,-,+1 (800) 424-9300,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00033,Q0806008,OPACIFICANTE A-430,No Aplicable,No Aplicable,00-800-274-5263-3/001-859-357-3564,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00030,Q0806009,NATRIANCE SELF HYDRATE ,No Aplicable,No Aplicable,00-800-274-5263-3/001-859-357-3564,,No Aplicable,1,1,1,1
ASH-QB00020,Q0808010,GERMALL PLUSS LIQ,78491-02-8;  55406-53-6 ,ATENCION,1-614-790-3333,H319 Provoca irritación ocular grave,"P264 Lavarse la piel cuidadosamente después de la manipulación. P280 Usar equipo de protección para los ojos/la cara. P305 + P351 + P338 EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios
minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado.",g,1,1,1
ASH-QB00032,Q0809002,NATROSOL HHR250,Mezcla,ATENCION,1-800-274-5263,Puede formar concentraciones de polvo combustible en el aire.,Mantener las mezclas de polvo y aire lejos de fuentes de ignición.,1,1,1,1
ASH-QB00040,Q0809005,PVP/VA S-630 , - , - , - , - , - ,1,1,1,1
ASH-QB00047,Q0812006,SURFADONE LP100 ,2687-94-7,PELIGRO,1-800-274-5263,Provoca quemaduras graves en la piel y lesiones oculares graves.,Lavarse la piel concienzudamente tras la manipulación.Llevar guantes/ prendas/ gafas/ máscara de protección. EN CASO DE INGESTIÓN: Enjuagar la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con  gua/ducharse. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un CENTRO DE  OXICOLOGÍA/médico. EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. Llamar inmediatamente a un CENTRO DE TOXICOLOG?A/médico. Lavar las prendas contaminadas antes de volver a usarlas. Guardar bajo llave. Eliminar el contenido/ el recipiente en una planta de eliminación de residuos autorizada.,e,1,1,1
ASH-QB00026,Q0813009,N-DURHANCE , - , - , - , - , - ,1,1,1,1
ASH-QB00028,Q0813010,N-HANCE SP100 , - , - , - , - , - ,1,1,1,1
,Q0813011,CAPTIVATES HC001 MICROCAPSULAS ,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00045,Q0813012,STYLIZE W20,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00022,Q0813014,LUBRAGEL 0IL ,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00012,Q0813016,DYNAGEN ,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00038,Q0813017,PROTECTAGEN ,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00005,Q0813018,CERAPHYL 70,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00001,Q0813026,BENECEL ,254504001-5060,ATENCION,1-800-274-5263,Puede formar concentraciones de polvo combustible en el aire,Mantener las mezclas de polvo y aire lejos de fuentes de ignición.,1,1,1,1
ASH-QB00004,Q0813027,CERAPHYL 230 ,No Aplicable,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00051,Q0816002,VITS PRIMASPONGES BLUE SS MICROESFERA , - , - , - , - , - ,1,1,1,1
ASH-QB00049,Q0816018,TOMASA SHEA BUTTER,No Aplicable,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00043,Q0817016,SOREZ 100,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00025,Q0817033,LUNAMATRIX,Mezcla,PELIGRO,1-800-274-5263,Puede provocar una reacción alérgica en la piel. Provoca lesiones oculares graves.,"Evitar respirar el polvo/ el humo/ el gas/ la niebla/ los vapores/el aerosol.
Las prendas de trabajo contaminadas no podrán sacarse del lugar de trabajo. Llevar guantes/ gafas/ máscara de protección. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar  nmediatamente a un CENTRO DE TOXICOLOG?A/médico. En caso de irritación o erupción cutánea: Consultar a un médico. Lavar las prendas contaminadas antes de volver a  sarlas.",E,G,I,1
ASH-QB00024,Q0817035,LUMINI SYSTEM, - , -, -, -, -,1,1,1,1
ASH-QB00044,Q0817036,SOREZ H5205 ,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00010,Q0817037,COSMEDIA GUAR N HANCE 3196,65497-29-2,ATENCION,1-800-274-5263,H319 Provoca irritación ocular grave,P264 Lavarse la piel cuidadosamente después de la manipulación. P280 Usar equipo de protección para los ojos/la cara. P305 + P351 + P338 EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado.,g,1,1,1
,Q0820001,CONDITIONIZE 37 (JAYPOL),800986-5072P,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00113,Q0320005,MENTHOL,2216-51-5,PELIGRO,-,H315 Provoca irritación cutánea. H318 Provoca lesiones oculares graves. H335 puede irritar las vias respiratorias,"P261: Evitar respirar el polvo/el humo/el gas/la niebla/los vapores/el aerosol. P280: Llevar proteccion /gafas de proteccion/mascara de proteccion. P305+p351+p338: quitar los lentes de contacto, si lleva y resulta facil. Seguir aclarando.",e,g,1,1
VAR-QB00106,Q0312009,JABON POTASICO,Mezcla,ATENCION,5558317905,H315: Provoca irritacion cutanea y ocular.,P301+310: EN CASO DE INGESTION: Llamar inmediatamente a un centro de informacion toxicologica o a un medico. P302+P352: EN CASO DE CONTACTO CON LA PIEL Y OCULAR: lavar con agua y jabon abundantes. P331: No provocar vomito.,g,1,1,1
,P0602001,GAV 1150 LP,Mezcla,,,,,1,1,1,1
,P0401004,FLORAL 605,Mezcla,PELIGRO,,,,e,g,1,1
IFF-QB00100,P0303019,MIRACLE 554,Mezcla,ATENCION,,,,i,g,h,e
IFF-QB00258,P1101012,NIV KF001B CR M,Mezcla,ATENCION,,,,G,H,I,1
IFF-QB00104,P0301011,PEACH P757,Mezcla,ATENCION,,,,g,1,1,1
VAR-QB00127,Q0316008,PANTHENOL-D,MEZCLA,,34915620420,,,1,1,1,1
KAO-QB00034,Q0203010,DANOX PL-10,"68585-34-2, 627-83-8, 68140-00-1",ATENCION,01 800 00 21400 ,H319 Causa seria irritación ocular H315 Causa irritación en piel.,"P280 Utilizar equipo de protección personal (lentes, guantes mascarilla). P264 Lavarse bien después de manipularlo. P305+P351+P338 En caso de tener contacto con los ojos enjuagar con abundante agua, si es posible retirar los lentes y continuar enjuagando.",g,1,1,1
,Q0303006,ACIDO DODECIL BENCEN SULFONICO HSC,27176-87-0,PELIGRO,SETIQ: 01800-00-214-00 HARMONY CHEM: 01-779-79-6-26-85,H301: Toxico en caso de ingestión H305: puede ser nocivo en caso de ingestión y de penetración en las vías respiratorias H314: provoca graves quemaduras en la piel y lesiones oculares H315: provoca irritación cutánea H318: provoca lesiones oculares graves H402: nocivo para los organismos acuáticos graves,"P207 – no comer, beber ni fumar durante la utilización de este producto. P264 – lavarse las manos concienzudamente tras la manipulación.  P301+P312 – EN CASO DE INGESTION: si se siente mal, llame a un CENTRO DE INFORMACION TOXICOLOGICA/medico. P301+P330+P331 – EN CASO DE INGESTION: enjuagar la boca. NO induzca el vómito. P303+P361+P353 – EN CASO DE CONTACTO CON LA PIEL (o el pelo): quitar inmediatamente la ropa contaminada. Aclararse la piel con agua/ducharse. P304+P340+P311 - EN CASO DE INHALACION: transportar a la víctima al exterior y mantenerla en reposo en una posición confortable para respirar. Llamar inmediatamente a un centro de toxicología/medico, P305+P351+P338 - EN CASO DE CONTACTO CON LOS OJOS: enjuague bien con agua durante varios minutos. En el caso de las lentes de contacto, quitarlas, si es fácil. Continúe enjuagando. P501: eliminar el contenido/el recipiente en un punto de recogida de residuos especiales.",g,e,1,1
LUB-QB00049,Q0408022,NOVERITE 301 S/P,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00108,Q0303011,LESS 70% S/P,No Aplicable,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves. Provoca irritación cutánea.,"Llevar guantes de protección. Llevar gafas o máscara de protección. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ",e,1,1,1
VAR-QB00138,Q0309013,SURFAGEL, - , - , - , - , - ,g,1,1,1
IFF-QB00281,P1101018,TANGO HIDRA, - , - , -  , - , - ,1,1,1,1
IFF-QB00172,P0602008,WASH OUT 560,MEZCLA,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,I,1,1
VAR-QB00089,Q0318043,EXTRACTO DE SEMILLA DE TORONJA S/p, - , - , - , - , - ,1,1,1,1
VAR-QB00148,Q0318006,VITAMINA E, - , -, -, -, -,1,1,1,1
IFF-QB00086,P0311027,CLEANWOOD 860 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,I,1,1
IFF-QB00096,P0303017,LIQUID FEEL 382,Mezcla,PELIGRO,01 800 002 1400,"H227, H303, H304,
H315, H317, H319,
H361, H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P301 + P310,
P302 + P352, P305 + P351 + P338,
P312, P331, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235,
P405, P501",G,H,I,1
VAR-QB00134,Q0317034,SALICILATO DE METILO,Mezcla,ATENCION,,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,I,1,1
IFF-QB00242,P1101054,FLORAL PLUS, - , - , -  , - , - ,1,1,1,1
IFF-QB00106,P0311026,SANDALWOOD,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,I,1,1
LUB-QB00067,Q0404004,SILSENSE DW-18,-,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea,P332+P313: En caso de irritación cutánea: Consultar a un médico,1,1,1,1
IFF-QB00097,P0303009,LOVELY POSSION 504,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,I,1,1
LUB-QB00042,Q0404009,HYDRAMOL PGPL S/P, - , -, -, -, -,1,1,1,1
IFF-QB00102,P0311025,OLD WOOD 789 S/P,Mezcla,ATENCION,,,,g,1,1,1
LUB-QB00016,Q0401004,CARBOPOL AQUA SF2 S/P,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
KAO-QB00081,Q0202008,TETRANYL L6-30 S/P, - , -, -, -, -,1,1,1,1
LUB-QB00021,Q0401022,CARBOPOL STYLE 2.0 S/P,110-82-7,ATENCION,216-447-5000,H319: Provoca irritación ocular grave. H402: Nocivo para los organismos acuáticos,"P264: Lavarse cuidadosamente después de la manipulación. P280: Usar guantes/ropa de protección/equipo de protección para los ojos/la cara. P273: No dispersar en el medio ambiente. P305+P351+P338: En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P337+P313: Si la irritación ocular persiste, consultar a un médico. P501: Eliminar  el contenido/recipiente en una planta apropiada detratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.",g,1,1,1
IFF-QB00078,P0311024,CEDARLOVE 443 S/P,,ATENCION,01 800 002 1400,"H315, H317, H319
H361, H411","P201, P202, P261, P264, P272,
P273, P280, P302 + P352,
P305 + P351 + P338, P308 + P313,
P333 + P313, P337 + P313,
P362 + P364, P391, P405, P501",H,G,I,1
LUB-QB00010,Q0401021,CARBOPOL 956 S/P,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
IFF-QB00292,P0404015,GREEN HOUSE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1
IFF-QB00001,P0209012,BOTANIKA S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1
IFF-QB00034,P0209013,SO FRESH S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1
IFF-QB00163,P0503027,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1
IFF-QB00206,P0404014,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1
