Codigo interno ,CODIGO VARIANTE,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos,Pictogram 1,Pictogram 2,Pictogram 3,Pictogram 4,PESO TARA,PESO NETO,PESO BRUTO,LOTE,FECHA ELABORACION,FECHA INSPECCION,Cantidad,
IFF-QB00040,F0201005F,CATERPILLAR 054,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,1,0.24,4,4.24,0018835953,10/24/2025,10/24/2026,1,
IFF-QB00040,F0201005G,CATERPILLAR 054,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,1,0.28,5,5.28,0018835953,10/24/2025,10/24/2026,1,
IFF-QB00040,F0201005H,CATERPILLAR 054,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,1,0.48,10,10.48,0018835953,10/24/2025,10/24/2026,1,
IFF-QB00040,F0201005I,CATERPILLAR 054,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,1,0.9,15,15.9,0018835953,10/24/2025,10/24/2026,1,
IFF-QB00040,F0201005J,CATERPILLAR 054,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,1,H,1,0.9,20,20.9,0018835953,10/24/2025,10/24/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00055,F0201006A,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1,0.09,0.5,0.59,0018277939,6/2/2025,6/2/2026,1,
IFF-QB00055,F0201006B,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1,0.09,1,1.09,0018277939,6/2/2025,6/2/2026,1,
IFF-QB00055,F0201006C,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1,0.24,1.5,1.74,0018277939,6/2/2025,6/2/2026,1,
IFF-QB00055,F0201006D,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1,0.24,2,2.24,0018277939,6/2/2025,6/2/2026,1,
IFF-QB00055,F0201006E,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1,0.24,3,3.24,0018277939,6/2/2025,6/2/2026,1,
IFF-QB00055,F0201006F,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1,0.24,4,4.24,0018277939,6/2/2025,6/2/2026,1,
IFF-QB00055,F0201006G,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1,0.28,5,5.28,0018277939,6/2/2025,6/2/2026,1,
IFF-QB00055,F0201006H,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1,0.48,10,10.48,0018277939,6/2/2025,6/2/2026,1,
IFF-QB00055,F0201006I,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1,0.9,15,15.9,0018277939,6/2/2025,6/2/2026,1,
IFF-QB00055,F0201006J,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1,0.9,20,20.9,0018277939,6/2/2025,6/2/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00073,F0301004A,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,1,H,1,0.09,0.5,0.59,0018622755,8/28/2025,8/28/2026,1,
IFF-QB00073,F0301004B,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,1,H,1,0.09,1,1.09,0018622755,8/28/2025,8/28/2026,1,
IFF-QB00073,F0301004C,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,1,H,1,0.24,1.5,1.74,0018622755,8/28/2025,8/28/2026,1,
IFF-QB00073,F0301004D,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,1,H,1,0.24,2,2.24,0018622755,8/28/2025,8/28/2026,1,
IFF-QB00073,F0301004E,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,1,H,1,0.24,3,3.24,0018622755,8/28/2025,8/28/2026,1,
IFF-QB00073,F0301004F,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,1,H,1,0.24,4,4.24,0018622755,8/28/2025,8/28/2026,1,
IFF-QB00073,F0301004G,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,1,H,1,0.28,5,5.28,0018622755,8/28/2025,8/28/2026,1,
IFF-QB00073,F0301004H,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,1,H,1,0.48,10,10.48,0018622755,8/28/2025,8/28/2026,1,
IFF-QB00073,F0301004I,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,1,H,1,0.9,15,15.9,0018622755,8/28/2025,8/28/2026,1,
IFF-QB00073,F0301004J,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,1,H,1,0.9,20,20.9,0018622755,8/28/2025,8/28/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00207,F0401004A,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",G,1,H,1,0.09,0.5,0.59,0018611443,8/15/2025,8/15/2026,1,
IFF-QB00207,F0401004B,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",G,1,H,1,0.09,1,1.09,0018611443,8/15/2025,8/15/2026,1,
IFF-QB00207,F0401004C,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",G,1,H,1,0.24,1.5,1.74,0018611443,8/15/2025,8/15/2026,1,
IFF-QB00207,F0401004D,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",G,1,H,1,0.24,2,2.24,0018611443,8/15/2025,8/15/2026,1,
IFF-QB00207,F0401004E,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",G,1,H,1,0.24,3,3.24,0018611443,8/15/2025,8/15/2026,1,
IFF-QB00207,F0401004F,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",G,1,H,1,0.24,4,4.24,0018611443,8/15/2025,8/15/2026,1,
IFF-QB00207,F0401004G,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",G,1,H,1,0.28,5,5.28,0018611443,8/15/2025,8/15/2026,1,
IFF-QB00207,F0401004H,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",G,1,H,1,0.48,10,10.48,0018611443,8/15/2025,8/15/2026,1,
IFF-QB00207,F0401004I,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",G,1,H,1,0.9,15,15.9,0018611443,8/15/2025,8/15/2026,1,
IFF-QB00207,F0401004J,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",G,1,H,1,0.9,20,20.9,0018611443,8/15/2025,8/15/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00290,F0401007A,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.09,0.5,0.59,0018721460,9/25/2025,9/25/2026,1,
IFF-QB00290,F0401007B,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.09,1,1.09,0018721460,9/25/2025,9/25/2026,1,
IFF-QB00290,F0401007C,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.24,1.5,1.74,0018721460,9/25/2025,9/25/2026,1,
IFF-QB00290,F0401007D,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.24,2,2.24,0018721460,9/25/2025,9/25/2026,1,
IFF-QB00290,F0401007E,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.24,3,3.24,0018721460,9/25/2025,9/25/2026,1,
IFF-QB00290,F0401007F,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.24,4,4.24,0018721460,9/25/2025,9/25/2026,1,
IFF-QB00290,F0401007G,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.28,5,5.28,0018721460,9/25/2025,9/25/2026,1,
IFF-QB00290,F0401007H,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.48,10,10.48,0018721460,9/25/2025,9/25/2026,1,
IFF-QB00290,F0401007I,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.9,15,15.9,0018721460,9/25/2025,9/25/2026,1,
IFF-QB00290,F0401007J,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.9,20,20.9,0018721460,9/25/2025,9/25/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00173,P0101002A,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,H,1,0.09,0.5,0.59,0018403255,6/12/2025,6/12/2026,1,
IFF-QB00173,P0101002B,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,H,1,0.09,1,1.09,0018403255,6/12/2025,6/12/2026,1,
IFF-QB00173,P0101002C,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,H,1,0.24,1.5,1.74,0018403255,6/12/2025,6/12/2026,1,
IFF-QB00173,P0101002D,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,H,1,0.24,2,2.24,0018403255,6/12/2025,6/12/2026,1,
IFF-QB00173,P0101002E,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,H,1,0.24,3,3.24,0018403255,6/12/2025,6/12/2026,1,
IFF-QB00173,P0101002F,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,H,1,0.24,4,4.24,0018403255,6/12/2025,6/12/2026,1,
IFF-QB00173,P0101002G,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,H,1,0.28,5,5.28,0018403255,6/12/2025,6/12/2026,1,
IFF-QB00173,P0101002H,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,H,1,0.48,10,10.48,0018403255,6/12/2025,6/12/2026,1,
IFF-QB00173,P0101002I,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,H,1,0.9,15,15.9,0018403255,6/12/2025,6/12/2026,1,
IFF-QB00173,P0101002J,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,H,1,0.9,20,20.9,0018403255,6/12/2025,6/12/2026,1,
,,,,,,,,,,,,,,,,,,,
,P0101003A,SUSPIRO 991 ,Mezcla, - , - , - , - ,1,1,1,1,0.09,0.5,0.59,,00/00/0000,00/00/0000,1,
,P0101003B,SUSPIRO 991 ,Mezcla, - , - , - , - ,1,1,1,1,0.09,1,1.09,,00/00/0000,00/00/0000,1,
,P0101003C,SUSPIRO 991 ,Mezcla, - , - , - , - ,1,1,1,1,0.24,1.5,1.74,,00/00/0000,00/00/0000,1,
,P0101003D,SUSPIRO 991 ,Mezcla, - , - , - , - ,1,1,1,1,0.24,2,2.24,,00/00/0000,00/00/0000,1,
,P0101003E,SUSPIRO 991 ,Mezcla, - , - , - , - ,1,1,1,1,0.24,3,3.24,,00/00/0000,00/00/0000,1,
,P0101003F,SUSPIRO 991 ,Mezcla, - , - , - , - ,1,1,1,1,0.24,4,4.24,,00/00/0000,00/00/0000,1,
,P0101003G,SUSPIRO 991 ,Mezcla, - , - , - , - ,1,1,1,1,0.28,5,5.28,,00/00/0000,00/00/0000,1,
,P0101003H,SUSPIRO 991 ,Mezcla, - , - , - , - ,1,1,1,1,0.48,10,10.48,,00/00/0000,00/00/0000,1,
,P0101003I,SUSPIRO 991 ,Mezcla, - , - , - , - ,1,1,1,1,0.9,15,15.9,,00/00/0000,00/00/0000,1,
,P0101003J,SUSPIRO 991 ,Mezcla, - , - , - , - ,1,1,1,1,0.9,20,20.9,,00/00/0000,00/00/0000,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00189,P0101040A,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.09,0.5,0.59,0018499735,7/31/2025,7/31/2026,1,
IFF-QB00189,P0101040B,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.09,1,1.09,0018499735,7/31/2025,7/31/2026,1,
IFF-QB00189,P0101040C,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.24,1.5,1.74,0018499735,7/31/2025,7/31/2026,1,
IFF-QB00189,P0101040D,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.24,2,2.24,0018499735,7/31/2025,7/31/2026,1,
IFF-QB00189,P0101040E,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.24,3,3.24,0018499735,7/31/2025,7/31/2026,1,
IFF-QB00189,P0101040F,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.24,4,4.24,0018499735,7/31/2025,7/31/2026,1,
IFF-QB00189,P0101040G,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.28,5,5.28,0018499735,7/31/2025,7/31/2026,1,
IFF-QB00189,P0101040H,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.48,10,10.48,0018499735,7/31/2025,7/31/2026,1,
IFF-QB00189,P0101040I,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.9,15,15.9,0018499735,7/31/2025,7/31/2026,1,
IFF-QB00189,P0101040J,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,1,H,1,0.9,20,20.9,0018499735,7/31/2025,7/31/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00185,P0101041A,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P391, P501",G,1,1,1,0.09,0.5,0.59,0017520815,5/5/2025,5/5/2026,1,
IFF-QB00185,P0101041B,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P391, P501",G,1,1,1,0.09,1,1.09,0017520815,5/5/2025,5/5/2026,1,
IFF-QB00185,P0101041C,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P391, P501",G,1,1,1,0.24,1.5,1.74,0017520815,5/5/2025,5/5/2026,1,
IFF-QB00185,P0101041D,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P391, P501",G,1,1,1,0.24,2,2.24,0017520815,5/5/2025,5/5/2026,1,
IFF-QB00185,P0101041E,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P391, P501",G,1,1,1,0.24,3,3.24,0017520815,5/5/2025,5/5/2026,1,
IFF-QB00185,P0101041F,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P391, P501",G,1,1,1,0.24,4,4.24,0017520815,5/5/2025,5/5/2026,1,
IFF-QB00185,P0101041G,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P391, P501",G,1,1,1,0.28,5,5.28,0017520815,5/5/2025,5/5/2026,1,
IFF-QB00185,P0101041H,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P391, P501",G,1,1,1,0.48,10,10.48,0017520815,5/5/2025,5/5/2026,1,
IFF-QB00185,P0101041I,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P391, P501",G,1,1,1,0.9,15,15.9,0017520815,5/5/2025,5/5/2026,1,
